Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime,Confinement_Gain_vs_Lit,Synth_Gain_vs_Lit,Dielectric_Gain_vs_Lit,Composite_Benchmark_Index,Benchmark_Tier
Ba2MnTe3 / Ba3B6H2O13,Ba2MnTe3,Ba3B6H2O13,0.6194667968031873,80.17849832901543,0.020140841607163,0.6093963759996058,0.6295372176067688,73.96384906068876,89.68925892377717,1.0806169977268187,5.0891,4.0085,15.483711135885049,-1.4220896237823273,-0.0541599101908444,3.6507,3.942,7.979291642698663,0.6170858372681798,0.4970345656785928,Requires Buffer Layer (High Dislocation Risk),1.113,0.735,7.492,2.5755,Tier 2: Competitive Alternative
Ba2InSbSe5 / AcCl3,Ba2InSbSe5,AcCl3,0.5885886854135839,84.33808245915907,0.0159550532398893,0.5806111587936392,0.5965662120335286,79.67038527747903,91.74065186434152,1.0234169977268193,5.0865,4.0631,15.469499303872531,-1.510046638582176,0.0935000369176244,5.8583,6.0587,3.420787600498441,0.8130540822369354,0.4879867659147857,Semi-Coherent (Moderate Strain Risk),1.129,0.721,7.485,2.5752,Tier 1: Next-Gen Breakthrough
Ba3Zr6BeCl18 / Ba2P2O7,Ba3Zr6BeCl18,Ba2P2O7,0.651014442461113,73.23588073706387,0.0427797562064287,0.6296245643578986,0.6724043205643273,67.30404644342451,85.71378035643892,1.2822169977268187,5.1483,3.8661,15.807777426493834,-0.9361856890259732,-0.2426476293939629,5.4707,4.4602,18.471128009212705,0.3270954533024887,0.4468303790748267,Requires Buffer Layer (High Dislocation Risk),1.074,0.66,7.649,2.5729,Tier 2: Competitive Alternative
Ba3(TaS4)2 / Ba2P2O7,Ba3(TaS4)2,Ba2P2O7,0.6217341252938067,79.98024775070132,0.0253917368542618,0.6090382568666758,0.6344299937209377,74.70815411915206,89.41983612084343,1.000616997726819,5.1483,4.1477,15.807777426493834,-1.3803769035388032,-0.2043783301588832,5.6703,4.4602,21.34102252085427,0.2749593906697587,0.3860703424147496,Requires Buffer Layer (High Dislocation Risk),1.152,0.571,7.649,2.5728,Tier 2: Competitive Alternative
Ba2Mn(AsO4)2 / Ba2P2O7,Ba2Mn(AsO4)2,Ba2P2O7,0.6284844936923071,75.47409438978167,0.0286994151234208,0.6141347861305966,0.6428342012540175,68.20039743874877,87.20791913170194,1.498186441755564,5.1483,3.6501,15.45472652545052,-0.7655774218774312,-0.2121859675077395,4.5418,4.4602,1.79664450217975,0.8970021748163315,0.5754872662349043,Coherent Epitaxy (Low Strain Risk),1.014,0.85,7.478,2.5728,Tier 1: Next-Gen Breakthrough
Ba2Na2U(S2O)2 / Ba3Tm(BO2)9,Ba2Na2U(S2O)2,Ba3Tm(BO2)9,0.633434491673271,76.49683944762135,0.0311412047881191,0.6178638892792114,0.6490050940673305,70.29474239471524,87.61648228667327,1.5081917121269697,5.2676,3.7594,15.843063850342524,-0.7750060396539102,0.1202319519072192,4.7776,4.2233,11.60205961152042,0.4956304916030231,0.4580673829624843,Requires Buffer Layer (High Dislocation Risk),1.044,0.677,7.666,2.5711,Tier 2: Competitive Alternative
Ba2SiTe4 / Ba3B6O11F2,Ba2SiTe4,Ba3B6O11F2,0.5853652781145011,84.88041955215438,0.0133164413061909,0.5787070574614057,0.5920234987675966,79.97651846623246,92.07544045060756,1.3583169977268197,5.252710526336427,3.8944,16.384847293223228,-1.904467565735929,-0.0592645850451931,3.4357,3.991,16.162645166923767,0.3761226347201893,0.3003590262432604,Requires Buffer Layer (High Dislocation Risk),1.082,0.444,7.928,2.5701,Tier 2: Competitive Alternative
Ba(ErTe2)2 / Ba3B6H2O13,Ba(ErTe2)2,Ba3B6H2O13,0.6230013013809415,77.20658246580705,0.0294001136418489,0.608301244560017,0.6377013582018659,71.11782002139628,87.97262198452383,1.0403169977268183,5.0891,4.0488,15.483711135885049,-1.1146175664136926,-0.2524204702627939,3.6075,3.942,9.27234927234928,0.5706511903802212,0.4757577885172908,Requires Buffer Layer (High Dislocation Risk),1.125,0.703,7.492,2.569,Tier 2: Competitive Alternative
Ba2Mn(AsO4)2 / Ba3B6O11F2,Ba2Mn(AsO4)2,Ba3B6O11F2,0.6223526500725168,76.93867044920259,0.0296851244013514,0.6075100878718411,0.6371952122731925,70.76529340934528,87.81966160689988,1.498186441755564,5.252710526336427,3.7545,16.01890811377638,-0.7498192573969118,0.1851378345984818,4.5418,3.991,12.127350389713332,0.4801269655101779,0.4131490202110805,Requires Buffer Layer (High Dislocation Risk),1.043,0.611,7.751,2.5686,Tier 2: Competitive Alternative
Ba2InBiSe5 / Ba2YC2(O2F)3,Ba2InBiSe5,Ba2YC2(O2F)3,0.5938360422086423,83.05452673822062,0.0223254725643891,0.5826733059264477,0.6049987784908368,79.0396053895094,90.8625950003653,1.316416997726819,5.263999999999999,3.9476,16.447548766982095,-1.7249487198222562,0.1053804843449184,5.9323,4.3614,26.480454461170204,0.2014795291828698,0.2579804458404203,Requires Buffer Layer (High Dislocation Risk),1.097,0.381,7.958,2.5617,Tier 2: Competitive Alternative
Ba2MnMoO6 / Ba3Si2(B3O8)2,Ba2MnMoO6,Ba3Si2(B3O8)2,0.5999251942814374,78.32920500514894,0.0237477879479246,0.5880513003074751,0.6117990882553997,71.84440641670575,88.62479209194909,1.520474388087488,5.4031,3.8826,16.2527907938258,-0.5222450534476364,0.2574563436872199,4.6694,3.8989,16.501049385360016,0.368500397810139,0.3065383015631043,Requires Buffer Layer (High Dislocation Risk),1.078,0.453,7.864,2.556,Tier 2: Competitive Alternative
AgHgSI / BHS3O11,AgHgSI,BHS3O11,0.595649098188361,81.48218286487482,0.02359058419072,0.583853806093001,0.607444390283721,76.83150582054358,90.07016789455416,1.621961699807579,5.696299999999999,4.074400000000001,15.281553275692572,-1.3576760963281238,-0.0454054584724131,5.3095,5.0968,4.0060269328562,0.7847699751412504,0.4852572891768203,Semi-Coherent (Moderate Strain Risk),1.132,0.717,7.394,2.5523,Tier 1: Next-Gen Breakthrough
Ba2MnSe3 / Ba3Tb(BO2)9,Ba2MnSe3,Ba3Tb(BO2)9,0.6362747157586309,77.72679255996724,0.0191560439355729,0.6266966937908445,0.6458527377264174,70.0586464010972,88.43097282812444,1.322916997726819,5.1728,3.8499,15.94269133886722,-1.358493404361122,0.019558949583106,5.7412,4.2127,26.62335400264753,0.1997451615494223,0.3725266003811038,Requires Buffer Layer (High Dislocation Risk),1.069,0.551,7.714,2.549,Tier 2: Competitive Alternative
Ag2PHO4 / Al2H16S3O20,Ag2PHO4,Al2H16S3O20,0.5931573722040571,80.89157860596404,0.0217957902841822,0.582259477061966,0.6040552673461482,75.48116626453773,89.90675131448023,1.5818709676048333,5.6055,4.0236,15.770277059565966,-0.1596566223324993,0.1105477681678098,3.9451,4.348,10.212668880383257,0.5390933848853677,0.3746962598468161,Requires Buffer Layer (High Dislocation Risk),1.118,0.554,7.631,2.5486,Tier 2: Competitive Alternative
Ba2Mn(AsO4)2 / Ba3Tb(BO2)9,Ba2Mn(AsO4)2,Ba3Tb(BO2)9,0.6298010753204337,74.83653604071203,0.0277439517476959,0.6159290994465857,0.6436730511942816,66.99608429165266,86.94800517991354,1.498186441755564,5.1728,3.6746,15.58662727050496,-0.673590221372963,-0.2471561530506721,4.5418,4.2127,7.246025804747025,0.6450776633197413,0.4827172429173528,Requires Buffer Layer (High Dislocation Risk),1.021,0.713,7.542,2.5434,Tier 2: Competitive Alternative
Ba3Zr6BeCl18 / AcCl3,Ba3Zr6BeCl18,AcCl3,0.6377835286042138,75.1868723308821,0.0388490029839949,0.6183590271122164,0.6572080300962113,69.77862783997247,86.67311088642471,1.2822169977268187,5.0865,3.8043,15.469499303872531,-0.6537241006249999,0.0479194595589202,5.4707,6.0587,10.748167510556238,0.5219079047280969,0.4790985243164841,Requires Buffer Layer (High Dislocation Risk),1.057,0.708,7.485,2.5418,Tier 2: Competitive Alternative
Ba2SnSe5 / Ba3Tm(BO2)9,Ba2SnSe5,Ba3Tm(BO2)9,0.5872325962264894,82.1465175553792,0.0210527491044616,0.5767062216742586,0.5977589707787202,77.40277150763627,90.42346730192531,1.3426169977268192,5.2676,3.925,16.467591779378182,-1.6266304785250765,0.215031847133758,6.2206,4.2233,32.10783525704916,0.1433416936244087,0.2030989296061965,Requires Buffer Layer (High Dislocation Risk),1.09,0.3,7.968,2.5332,Tier 2: Competitive Alternative
Ba2YCoO5 / Ba4Bi3F17,Ba2YCoO5,Ba4Bi3F17,0.6031027542451776,79.21923727857724,0.0279463731008351,0.58912956769476,0.6170759407955951,74.1034270413672,88.89012616677279,1.0272169977268188,4.9991,3.9719,14.995201535508638,-0.6944965196527728,-0.2423777033661471,4.7072,4.7946,1.8567301155676343,0.8937473303567192,0.5307090152135027,Coherent Epitaxy (Low Strain Risk),1.103,0.784,7.256,2.5298,Tier 1: Next-Gen Breakthrough
Ba4LaGe3SbSe13 / Ba3Tm(BO2)9,Ba4LaGe3SbSe13,Ba3Tm(BO2)9,0.5987095903738029,82.42776142653588,0.0215018702993241,0.5879586552241408,0.609460525523465,77.88201088450974,90.59610659896602,1.4883785721190117,5.2676,3.7792,16.357610223080975,-1.6806349554515685,-0.0047099915325995,5.952,4.2233,29.044018817204297,0.1725336242286944,0.2472937535054343,Requires Buffer Layer (High Dislocation Risk),1.05,0.365,7.915,2.5266,Tier 2: Competitive Alternative
Ba2InSbSe5 / Ba3Tb(BO2)9,Ba2InSbSe5,Ba3Tb(BO2)9,0.5925812058136368,83.30897405805054,0.0238150310469961,0.5806736902901387,0.6044887213371348,79.81599076616,90.86677266012516,1.0234169977268193,5.1728,4.1494,15.94269133886722,-1.7005210264786812,-0.2106810623222635,5.8583,4.2127,28.090060256388373,0.1827842752059447,0.2644272513323522,Requires Buffer Layer (High Dislocation Risk),1.153,0.391,7.714,2.5264,Tier 2: Competitive Alternative
Ba2Na2U(S2O)2 / Ba2YC2(O2F)3,Ba2Na2U(S2O)2,Ba2YC2(O2F)3,0.6032612762836232,75.92748557387782,0.0292453776030938,0.5886385874820763,0.6178839650851702,69.11746031896577,87.31235999217326,1.5081917121269697,5.263999999999999,3.7558,15.823780962510554,-0.8316504021193478,0.2515043399542042,4.7776,4.3614,8.711486939048893,0.5903468934781799,0.3763044121570996,Requires Buffer Layer (High Dislocation Risk),1.043,0.556,7.657,2.5261,Tier 2: Competitive Alternative
Ba3ThSe7 / Ba3Tb(BO2)9,Ba3ThSe7,Ba3Tb(BO2)9,0.6186637654265897,78.12113815580067,0.0302330999709774,0.603547215441101,0.6337803154120785,72.76985507207661,88.34337358825962,1.178416997726819,5.1728,3.9944,15.94269133886722,-1.192872515211841,0.1722411375926297,6.3102,4.2127,33.239833919685594,0.1338534208314043,0.2958810183873299,Requires Buffer Layer (High Dislocation Risk),1.11,0.437,7.714,2.5254,Tier 2: Competitive Alternative
Ba(ErSe2)2 / Al(PO3)3,Ba(ErSe2)2,Al(PO3)3,0.6083687092041055,77.15307032675882,0.0254873584652164,0.5956250299714972,0.6211123884367137,70.29307813832547,88.04877816689101,1.6213687348322552,5.8176,4.1962,15.866986571828296,-0.604249828028848,-0.23621371717268,5.698,3.7814,33.63636363636364,0.130680482504025,0.2658730120032703,Requires Buffer Layer (High Dislocation Risk),1.166,0.393,7.678,2.5232,Tier 2: Competitive Alternative
Ba2InCuO4 / Ba3B6H2O13,Ba2InCuO4,Ba3B6H2O13,0.6408002878459611,75.30327345713685,0.0314539532153813,0.6250733112382704,0.6565272644536517,68.52976067302885,86.96779921507112,1.3662169977268188,5.0891,3.7229,15.483711135885049,-0.6571995676041675,0.0126514276504875,4.5464,3.942,13.294034840753124,0.447405870848406,0.4563722745873485,Requires Buffer Layer (High Dislocation Risk),1.034,0.674,7.492,2.5227,Tier 2: Competitive Alternative
Ba3UFe2O9 / Ba2Nd2Si4O13,Ba3UFe2O9,Ba2Nd2Si4O13,0.617805260675298,78.58677557960492,0.037335385042318,0.5991375681541389,0.6364729531964569,75.1406692173908,88.12860308895554,1.0506169977268185,5.046200000000001,3.9956,15.250101667344447,-0.6245637559047634,-0.1550705776353989,4.736,4.2638,9.970439189189188,0.547051915834486,0.4523565005189301,Requires Buffer Layer (High Dislocation Risk),1.11,0.669,7.379,2.5227,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2YC2(O2F)3,Ba(GdSe2)2,Ba2YC2(O2F)3,0.5943866415188727,77.17625564507166,0.0193334897583405,0.5847198966397024,0.604053386398043,69.31160023331651,88.08391565118862,1.481060739031996,5.263999999999999,3.783,16.447548766982095,-0.940875274017861,0.291726143272535,5.772,4.3614,24.438669438669447,0.2279703958914118,0.2164990615140531,Requires Buffer Layer (High Dislocation Risk),1.051,0.32,7.958,2.5219,Tier 2: Competitive Alternative
Ba2V3HO9 / Ba4Bi3F17,Ba2V3HO9,Ba4Bi3F17,0.6060781215036946,79.78118059278958,0.0319770447229316,0.5900895991422287,0.6220666438651603,75.9753716299838,88.85786947834208,0.9943169977268193,4.9991,4.0048,14.995201535508638,-0.7859303441249947,-0.0769576508190171,4.6127,4.7946,3.94346044615951,0.7877461726094169,0.50829181243865,Semi-Coherent (Moderate Strain Risk),1.112,0.751,7.256,2.5218,Tier 1: Next-Gen Breakthrough
Ba2PuZnO6 / Ba2Nd2Si4O13,Ba2PuZnO6,Ba2Nd2Si4O13,0.5959625478711178,82.26480408933814,0.0263205215702668,0.5828022870859844,0.6091228086562512,78.67924557070378,90.2979300025306,0.9139169977268192,5.046200000000001,4.1323,15.250101667344447,-0.6488961380297633,-0.0330324516613023,4.6953,4.2638,9.190041104934718,0.5734999171660525,0.4165307880976252,Requires Buffer Layer (High Dislocation Risk),1.148,0.616,7.379,2.5194,Tier 2: Competitive Alternative
Ba(LuTe2)2 / Al2Pb3F12,Ba(LuTe2)2,Al2Pb3F12,0.588841829802733,77.78092180466112,0.0075345394367276,0.5850745600843692,0.5926090995210969,68.22803387426947,88.51479475881297,1.3820169977268193,5.2252,3.8432,16.232185176768496,-1.5078743368907568,-0.3302976686094921,3.6075,4.2594,18.070686070686083,0.3351166806752416,0.2452661660692718,Requires Buffer Layer (High Dislocation Risk),1.068,0.362,7.854,2.5175,Tier 2: Competitive Alternative
Ba3In2O6 / Ba4Bi3F17,Ba3In2O6,Ba4Bi3F17,0.6040932704211046,77.01757303955294,0.0362526836032923,0.5859669286194584,0.6222196122227508,72.36776760427863,87.46162279549742,1.107916997726819,4.9991,3.8912,14.995201535508638,-1.001261040359844,-0.2688630756578947,4.7259,4.7946,1.4536913603757964,0.9158081977804678,0.5211584624731207,Coherent Epitaxy (Low Strain Risk),1.081,0.77,7.256,2.5159,Tier 1: Next-Gen Breakthrough
Ba4P2O / Ba2P2O7,Ba4P2O,Ba2P2O7,0.5859684162789004,83.14954340238005,0.0199235170861922,0.5760066577358043,0.5959301748219965,78.65798340778444,91.02171986429698,1.2965169977268192,5.1483,3.8518,15.807777426493834,-1.7153054348423,0.0993821070668259,3.996,4.4602,11.616616616616628,0.4951941825763222,0.3324072676317304,Requires Buffer Layer (High Dislocation Risk),1.07,0.491,7.649,2.5121,Tier 2: Competitive Alternative
Ba2MnSe3 / Ba2P2O7,Ba2MnSe3,Ba2P2O7,0.6168257448242631,80.04773292910085,0.0221129934619455,0.6057692480932904,0.6278822415552359,74.20791482537022,89.50779546407985,1.322916997726819,5.1483,3.8254,15.807777426493834,-1.4504806048655905,0.0546348094316933,5.7412,4.4602,22.312408555702635,0.2592659999136645,0.3357745407664903,Requires Buffer Layer (High Dislocation Risk),1.063,0.496,7.649,2.511,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba3Tb(BO2)9,Ba(GdSe2)2,Ba3Tb(BO2)9,0.6322957734533985,76.06408027942422,0.0302916834798044,0.6171499317134962,0.6474416151933007,69.44298524246659,87.43734461255755,1.481060739031996,5.1728,3.6918,15.94269133886722,-0.8769243528965083,0.1171244379435506,5.772,4.2127,27.01489951489952,0.1950691006950162,0.3315182209348358,Requires Buffer Layer (High Dislocation Risk),1.026,0.49,7.714,2.5102,Tier 2: Competitive Alternative
AlCuGeSe4 / Ba(ClO4)2,AlCuGeSe4,Ba(ClO4)2,0.5889030336213998,82.74136452038894,0.0259062452571862,0.5759499109928068,0.601856156249993,79.40764339226608,90.47613651603407,1.1459169977268189,5.4454,4.2995,14.536388917989578,-0.3676104448295463,-0.1940923363181765,5.3016,5.402,1.8937679191187655,0.8917468749892806,0.527398327999535,Coherent Epitaxy (Low Strain Risk),1.194,0.779,7.034,2.5089,Tier 1: Next-Gen Breakthrough
Ba2InBiSe5 / Ba3Tb(BO2)9,Ba2InBiSe5,Ba3Tb(BO2)9,0.6081089728456297,82.15473097981435,0.0162123733844696,0.6000027861533949,0.6162151595378645,76.32827905647913,90.68892822929794,1.316416997726819,5.1728,3.8564,15.94269133886722,-1.6609977987009037,-0.0661757079141168,5.9323,4.2127,28.98707078199012,0.173129089214072,0.2873084051519023,Requires Buffer Layer (High Dislocation Risk),1.071,0.425,7.714,2.5056,Tier 2: Competitive Alternative
Ba(GdTe2)2 / Ba3ZnB5PO14,Ba(GdTe2)2,Ba3ZnB5PO14,0.5932394158700727,79.01750960453573,0.0030484892000868,0.5917151712700293,0.5947636604701161,70.76570745065754,87.75255296330242,1.013858253812388,4.8405000000000005,3.8267,15.63042719367385,-1.2078139171329336,-0.2582643008336164,3.6815,4.0268,9.379329077821524,0.5669697037576169,0.3566632975198207,Requires Buffer Layer (High Dislocation Risk),1.063,0.527,7.563,2.5004,Tier 2: Competitive Alternative
Ba3Ta2Se9 / Ba3Tm(BO2)9,Ba3Ta2Se9,Ba3Tm(BO2)9,0.6110721805302274,80.6685067591615,0.0175889598594423,0.6022777006005062,0.6198666604599485,74.33394344219498,89.89162704329127,1.5010593186159011,5.2676,3.7665,16.025447918496397,-1.5620181812302476,0.0330545599362803,6.2292,4.2233,32.20156681435818,0.142531137799657,0.2693692324955869,Requires Buffer Layer (High Dislocation Risk),1.046,0.398,7.754,2.4964,Tier 2: Competitive Alternative
Ba3UAgS6 / Ba3B6H2O13,Ba3UAgS6,Ba3B6H2O13,0.6084574675203973,81.10323249942043,0.0228575012422368,0.5970287168992789,0.6198862181415158,76.00037086050301,90.00045829701826,0.8985169977268191,5.0891,4.1906,15.483711135885049,-0.9789087173768952,-0.1456116069297952,5.6475,3.942,30.199203187250998,0.1608871980430767,0.3041428152881767,Requires Buffer Layer (High Dislocation Risk),1.164,0.449,7.492,2.496,Tier 2: Competitive Alternative
Ba2MnMoO6 / Ba3B6O11F2,Ba2MnMoO6,Ba3B6O11F2,0.6273874500413279,76.86504239592371,0.0298006126839065,0.6124871436993746,0.6422877563832812,70.63229380266228,87.81975925121348,1.520474388087488,5.252710526336427,3.7323,15.458153100013108,-0.5776955422523495,-0.1668408220132358,4.6694,3.991,14.52863322910867,0.4152052468197995,0.4051819336297185,Requires Buffer Layer (High Dislocation Risk),1.037,0.599,7.48,2.4942,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba3B6H2O13,Ba2Tl2O5,Ba3B6H2O13,0.596071681553435,80.5412105199191,0.0156591785765488,0.5882420922651607,0.6039012708417095,73.76778096066352,89.87718583741928,1.0156169977268188,5.0891,4.0735,15.483711135885049,-0.9177000946412036,0.2110470111697557,4.7113,3.942,16.328826438562594,0.3723600563011383,0.3242219673998148,Requires Buffer Layer (High Dislocation Risk),1.132,0.479,7.492,2.4933,Tier 2: Competitive Alternative
Ba2FeMoO6 / Ba3B6H2O13,Ba2FeMoO6,Ba3B6H2O13,0.6131046631541617,77.79007250382851,0.0240927310168884,0.6010582976457174,0.6251510286626059,71.05889413881998,88.36213893717138,1.1591169977268192,5.0891,3.93,15.483711135885049,-0.3813382804374998,-0.2735368956743003,4.736,3.942,16.765202702702695,0.3626580993919541,0.3540740525257315,Requires Buffer Layer (High Dislocation Risk),1.092,0.523,7.492,2.4928,Tier 2: Competitive Alternative
Ba(DySe2)2 / Al(PO3)3,Ba(DySe2)2,Al(PO3)3,0.6050490585158199,77.37547690615632,0.027331548366337,0.5913832843326514,0.6187148326989884,71.03026919738144,88.06911718900524,1.6309643547940598,5.8176,4.1867,15.646173559446137,-0.6012010550526559,-0.2291781116392386,5.7535,3.7814,34.276527331189705,0.1257159975809173,0.2522537348222243,Requires Buffer Layer (High Dislocation Risk),1.163,0.373,7.571,2.4883,Tier 2: Competitive Alternative
Ba(TmSe2)2 / Al(PO3)3,Ba(TmSe2)2,Al(PO3)3,0.6091470259217482,77.09393148302084,0.0258736699955242,0.5962101909239861,0.6220838609195103,70.32435507055398,87.95887598155528,1.634587481610209,5.8176,4.183,15.56399628665943,-0.6115927173145583,-0.2360028687544824,5.7165,3.7814,33.85113268608414,0.1289934659429821,0.2666772777977706,Requires Buffer Layer (High Dislocation Risk),1.162,0.394,7.531,2.4855,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba3ZnB5PO14,Ba2Tl2O5,Ba3ZnB5PO14,0.5999680480116817,79.40820615558714,0.0231502415109678,0.5883929272561977,0.6115431687671656,73.40559648191274,89.17458632616587,1.0156169977268188,4.8405000000000005,3.8249,15.63042719367385,-1.0525403064318772,0.1008915265758581,4.7113,4.0268,14.52889860548044,0.4151985806407659,0.327022691355623,Requires Buffer Layer (High Dislocation Risk),1.062,0.483,7.563,2.4849,Tier 2: Competitive Alternative
Ba3Cr2O8 / Ba4Bi3F17,Ba3Cr2O8,Ba4Bi3F17,0.6033208676209473,78.8609734701534,0.0317213305624124,0.587460202339741,0.6191815329021535,74.36039272902033,88.52861011549923,1.4032169977268192,4.9991,3.5959000000000003,14.995201535508638,-0.8735605898237129,-0.0057565560777552,4.8242,4.7946,0.6135732349405143,0.9635593634623956,0.5247594627880604,Coherent Epitaxy (Low Strain Risk),0.999,0.776,7.256,2.4849,Tier 1: Next-Gen Breakthrough
Ba(GdTe2)2 / AcCl3,Ba(GdTe2)2,AcCl3,0.6328152609280832,77.95908834473853,0.0287416651573839,0.6184444283493912,0.6471860935067751,72.15552924696367,88.37660838945854,1.013858253812388,5.0865,4.0727,15.469499303872531,-1.1311736475297598,-0.171606059862008,3.6815,6.0587,64.57150617954636,0.0201092348559037,0.3113229692861559,Requires Buffer Layer (High Dislocation Risk),1.131,0.46,7.485,2.4849,Tier 2: Competitive Alternative
Ba3ThSe7 / Ba2P2O7,Ba3ThSe7,Ba2P2O7,0.6010242209343639,80.0086290456032,0.0248982376566367,0.5885751021060456,0.6134733397626824,74.71602226263066,89.38711473371026,1.178416997726819,5.1483,3.9699,15.807777426493834,-1.284859715716309,0.2069825436408977,6.3102,4.4602,29.31761275395391,0.169701278715996,0.2540115562949439,Requires Buffer Layer (High Dislocation Risk),1.103,0.375,7.649,2.4847,Tier 2: Competitive Alternative
Ba2MnMoO6 / Al2Pb3F12,Ba2MnMoO6,Al2Pb3F12,0.6149803163541894,77.4059445780021,0.0330618255539195,0.5984494035772296,0.6315112291311492,72.25392184075328,87.8513395371933,1.520474388087488,5.2252,3.7047,15.314125247540824,-0.6160068713833664,-0.2178044106135448,4.6694,4.2594,8.78057137962051,0.587884623739422,0.4253420047903407,Requires Buffer Layer (High Dislocation Risk),1.029,0.629,7.41,2.4842,Tier 2: Competitive Alternative
Ba3(TaS4)2 / Ba3B6H2O13,Ba3(TaS4)2,Ba3B6H2O13,0.6127934048340609,79.65154785460189,0.0254361783059255,0.6000753156810981,0.6255114939870237,74.22304283762446,89.23787389565712,1.000616997726819,5.0891,4.0885,15.483711135885049,-1.03971537295033,0.1118013941543353,5.6703,3.942,30.47986879001111,0.1581783536861851,0.301160620828453,Requires Buffer Layer (High Dislocation Risk),1.136,0.445,7.492,2.4831,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2P2O7,Ba(GdSe2)2,Ba2P2O7,0.6230628049074602,75.86393679050542,0.0296783978885991,0.6082236059631606,0.6379020038517598,69.02448942687583,87.34415500075924,1.481060739031996,5.1483,3.6673,15.807777426493834,-0.9689115534009765,0.1543642461756605,5.772,4.4602,22.72695772695772,0.2528444143460767,0.3153081885722404,Requires Buffer Layer (High Dislocation Risk),1.019,0.466,7.649,2.4828,Tier 2: Competitive Alternative
Ba2B4Se13 / Al2H16S3O20,Ba2B4Se13,Al2H16S3O20,0.6092204161970439,74.53556653029847,0.0187251450482184,0.5998578436729347,0.6185829887211531,64.98901020575893,86.92676783374057,1.587415085264163,5.6055,4.0181,15.639075079343684,-0.8567450443163654,-0.3284388143649984,5.7486,4.348,24.36419302090944,0.2289999078648172,0.2738657768918245,Requires Buffer Layer (High Dislocation Risk),1.116,0.405,7.567,2.4799,Tier 2: Competitive Alternative
Ba3In2O6 / Ba3B6H2O13,Ba3In2O6,Ba3B6H2O13,0.5963332821643157,80.80012615796034,0.0210771191378315,0.5857947225954,0.6068718417332315,75.23536260599771,89.84429328435618,1.107916997726819,5.0891,3.9812,15.483711135885049,-0.3805514935890151,0.175324022907666,4.7259,3.942,16.58731670158065,0.3665821408308141,0.3172357387239668,Requires Buffer Layer (High Dislocation Risk),1.106,0.469,7.492,2.4795,Tier 2: Competitive Alternative
Ba2InBiSe5 / Ba2P2O7,Ba2InBiSe5,Ba2P2O7,0.5962622699693965,83.95284151616619,0.0151298793332074,0.5886973303027928,0.6038272096360002,78.87252927570096,91.61257277882598,1.316416997726819,5.1483,3.8319,15.807777426493834,-1.7529849992053717,-0.0317075080247396,5.9323,4.4602,24.81499587006725,0.2228386637863869,0.2718556336161405,Requires Buffer Layer (High Dislocation Risk),1.064,0.402,7.649,2.4786,Tier 2: Competitive Alternative
Ba(SmTe2)2 / AcCl3,Ba(SmTe2)2,AcCl3,0.632350698148725,77.90517867866392,0.0279237194442306,0.6183888384266096,0.6463125578708403,71.89950208159138,88.38664055347603,1.051116997726819,5.0865,4.0354,15.469499303872531,-1.1455004086011886,-0.1815433414283589,3.6075,6.0587,67.94733194733195,0.0163944308717489,0.3047512950577553,Requires Buffer Layer (High Dislocation Risk),1.121,0.45,7.485,2.4773,Tier 2: Competitive Alternative
Ba(LuSe2)2 / Al(PO3)3,Ba(LuSe2)2,Al(PO3)3,0.6057976073106586,77.09873311925739,0.0260292849648424,0.5927829648282373,0.6188122497930798,70.33416194470134,87.98421853447836,1.6355265760422464,5.8176,4.182,15.542801480106167,-0.6236984721955121,-0.2454806312769009,5.698,3.7814,33.63636363636364,0.130680482504025,0.2546743316335194,Requires Buffer Layer (High Dislocation Risk),1.162,0.376,7.521,2.4766,Tier 2: Competitive Alternative
Ba2Tl2O5 / AcCl3,Ba2Tl2O5,AcCl3,0.6086494806670326,79.9482728540372,0.0235565720149667,0.5968711946595492,0.6204277666745159,74.31761250082826,89.43641679100007,1.0156169977268188,5.0865,4.0709,15.469499303872531,-0.9759000368287034,0.1658846938023533,4.7113,6.0587,28.599325027062605,0.1772384701619459,0.2933822079757142,Requires Buffer Layer (High Dislocation Risk),1.131,0.434,7.485,2.4754,Tier 2: Competitive Alternative
